User_ID,Age,Gender,Budget,Preferred_Climate,Interest,Travel_Duration,Accommodation_Preference,Transportation_Mode,Activity_Level,Food_Preference,Travel_Type,Destination
8079,36,Male,Low,Tropical,History,Long (8+ days),Resort,Train,High,Non-Vegetarian,Couple,Norway
6872,44,Other,Low,Tropical,History,Long (8+ days),Villa,Car,Moderate,Vegetarian,Family,Japan
4709,65,Female,High,Warm,History,Long (8+ days),Resort,Cruise,Moderate,Vegetarian,Couple,France
9477,48,Other,Medium,Tropical,History,Short (1-3 days),Hotel,Flight,Low,Non-Vegetarian,Family,Spain
810,19,Other,High,Warm,Culture,Short (1-3 days),Villa,Train,Moderate,Non-Vegetarian,Couple,Philippines
7478,36,Female,High,Warm,Adventure,Short (1-3 days),Resort,Train,Low,Vegan,Solo,Australia
2274,54,Male,Medium,Cold,History,Short (1-3 days),Resort,Flight,High,Vegan,Family,Indonesia
1924,53,Female,High,Tropical,Nature,Short (1-3 days),Guesthouse,Cruise,High,Vegan,Family,Costa Rica
1471,39,Female,High,Tropical,Nightlife,Short (1-3 days),Airbnb,Flight,Moderate,Vegan,Couple,Singapore
7935,54,Male,High,Cold,Culture,Long (8+ days),Guesthouse,Flight,Moderate,Vegan,Family,Switzerland
7408,18,Female,Medium,Cold,Nature,Short (1-3 days),Guesthouse,Cruise,Moderate,Non-Vegetarian,Solo,Singapore
2407,52,Female,Low,Cold,Nature,Long (8+ days),Villa,Cruise,Low,Vegan,Solo,Iceland
1143,18,Male,Medium,Tropical,Nightlife,Medium (4-7 days),Airbnb,Train,Low,Non-Vegetarian,Solo,Bali
1748,27,Other,High,Tropical,Culture,Short (1-3 days),Hotel,Cruise,High,Vegetarian,Couple,New Zealand
5710,38,Male,High,Tropical,Adventure,Short (1-3 days),Hotel,Flight,High,Vegan,Couple,Canada
4976,51,Female,Medium,Tropical,History,Long (8+ days),Resort,Train,Moderate,Vegetarian,Couple,Costa Rica
7301,50,Female,Low,Tropical,Culture,Medium (4-7 days),Resort,Cruise,Moderate,Non-Vegetarian,Couple,Vietnam
8149,46,Male,Low,Cold,Culture,Medium (4-7 days),Resort,Car,Low,Non-Vegetarian,Solo,Maldives
2834,29,Female,Low,Warm,Adventure,Medium (4-7 days),Guesthouse,Train,Moderate,Vegetarian,Couple,Thailand
3132,18,Male,Medium,Warm,Relaxation,Long (8+ days),Villa,Flight,Moderate,Vegetarian,Solo,Maldives
1311,45,Other,Medium,Cold,Relaxation,Long (8+ days),Airbnb,Train,Low,Vegan,Couple,Norway
8651,32,Female,High,Cold,Adventure,Short (1-3 days),Villa,Cruise,Low,Vegan,Couple,Japan
6775,22,Female,Low,Cold,History,Long (8+ days),Resort,Flight,High,Vegetarian,Solo,Spain
6757,58,Female,Low,Warm,Nature,Long (8+ days),Resort,Cruise,Moderate,Vegan,Couple,Spain
621,57,Male,Low,Warm,Nature,Medium (4-7 days),Airbnb,Flight,Moderate,Vegetarian,Family,Italy
2702,38,Female,Low,Warm,Culture,Long (8+ days),Resort,Car,Moderate,Non-Vegetarian,Couple,Spain
2200,55,Other,High,Tropical,Relaxation,Long (8+ days),Hotel,Flight,High,Vegetarian,Solo,Maldives
6197,52,Male,High,Cold,Culture,Short (1-3 days),Resort,Train,High,Non-Vegetarian,Couple,Switzerland
8825,51,Other,Low,Cold,History,Medium (4-7 days),Airbnb,Cruise,High,Vegan,Family,Germany
1047,34,Male,High,Tropical,Culture,Short (1-3 days),Hotel,Flight,Moderate,Vegetarian,Solo,New Zealand
5769,50,Other,High,Tropical,History,Medium (4-7 days),Guesthouse,Train,Moderate,Vegan,Couple,Iceland
9948,54,Male,Medium,Tropical,Culture,Medium (4-7 days),Airbnb,Train,Moderate,Non-Vegetarian,Family,Egypt
9020,42,Other,Low,Tropical,Relaxation,Short (1-3 days),Resort,Cruise,Moderate,Non-Vegetarian,Solo,Philippines
744,56,Female,Medium,Tropical,History,Long (8+ days),Villa,Cruise,High,Vegan,Solo,Vietnam
223,27,Other,High,Warm,Relaxation,Medium (4-7 days),Guesthouse,Train,Low,Vegetarian,Couple,France
3150,36,Female,High,Tropical,Adventure,Long (8+ days),Hotel,Cruise,High,Vegetarian,Family,Switzerland
626,48,Other,Medium,Tropical,History,Long (8+ days),Hotel,Train,Low,Vegetarian,Solo,USA
9335,60,Other,Medium,Warm,Nature,Long (8+ days),Airbnb,Cruise,High,Non-Vegetarian,Family,Italy
7567,38,Male,Medium,Cold,Relaxation,Medium (4-7 days),Hotel,Car,High,Vegan,Family,Indonesia
4583,44,Female,Medium,Cold,History,Medium (4-7 days),Villa,Cruise,Low,Vegan,Family,USA
5712,51,Female,Medium,Warm,History,Short (1-3 days),Villa,Flight,Low,Vegetarian,Solo,Egypt
3285,52,Male,Medium,Cold,Culture,Long (8+ days),Guesthouse,Car,Low,Non-Vegetarian,Couple,France
7586,46,Male,Low,Cold,Nature,Long (8+ days),Hotel,Train,Moderate,Vegan,Solo,Iceland
9647,30,Female,Medium,Tropical,Nature,Long (8+ days),Villa,Flight,Moderate,Vegan,Solo,Canada
1531,24,Male,Low,Warm,Adventure,Short (1-3 days),Villa,Flight,High,Vegan,Solo,Thailand
9686,19,Male,High,Cold,Nightlife,Medium (4-7 days),Guesthouse,Flight,Moderate,Non-Vegetarian,Family,Australia
354,21,Female,Low,Tropical,Adventure,Medium (4-7 days),Guesthouse,Flight,High,Vegetarian,Couple,Indonesia
2475,33,Female,Low,Cold,Nightlife,Medium (4-7 days),Villa,Cruise,Moderate,Non-Vegetarian,Family,Germany
8014,21,Other,High,Tropical,Adventure,Medium (4-7 days),Guesthouse,Flight,Moderate,Non-Vegetarian,Couple,Canada
6476,19,Male,Medium,Warm,Nature,Short (1-3 days),Villa,Cruise,Moderate,Vegetarian,Family,Norway
6450,54,Other,High,Cold,Adventure,Short (1-3 days),Villa,Flight,High,Vegetarian,Family,Japan
240,49,Male,Low,Tropical,Culture,Short (1-3 days),Resort,Flight,Low,Non-Vegetarian,Couple,Vietnam
2626,36,Male,Medium,Warm,Nightlife,Short (1-3 days),Hotel,Flight,Moderate,Vegetarian,Couple,Greece
9787,22,Other,High,Cold,Nature,Long (8+ days),Guesthouse,Car,Low,Vegan,Solo,Costa Rica
7199,54,Female,Low,Warm,Nature,Short (1-3 days),Airbnb,Flight,High,Vegan,Couple,Iceland
7693,64,Male,Low,Tropical,Nature,Long (8+ days),Villa,Car,Low,Vegan,Solo,Mexico
2998,39,Female,Medium,Tropical,History,Long (8+ days),Guesthouse,Train,High,Non-Vegetarian,Family,USA
6441,45,Female,High,Tropical,Nightlife,Short (1-3 days),Resort,Car,Moderate,Non-Vegetarian,Couple,Singapore
4563,48,Other,Medium,Warm,Adventure,Long (8+ days),Resort,Flight,High,Non-Vegetarian,Solo,Brazil
8615,65,Female,Medium,Cold,Adventure,Medium (4-7 days),Hotel,Cruise,Moderate,Vegan,Family,Canada
1480,47,Female,Medium,Tropical,History,Long (8+ days),Resort,Flight,Low,Vegetarian,Family,Egypt
1019,62,Male,Medium,Tropical,Relaxation,Medium (4-7 days),Hotel,Train,High,Vegan,Couple,Bali
3095,19,Female,Low,Warm,Nightlife,Long (8+ days),Guesthouse,Train,Moderate,Vegetarian,Couple,Spain
6183,64,Male,High,Warm,Adventure,Medium (4-7 days),Airbnb,Train,Moderate,Vegan,Couple,Australia
4961,22,Male,Medium,Warm,Nightlife,Long (8+ days),Guesthouse,Car,High,Vegan,Family,Greece
8493,33,Male,Low,Tropical,Culture,Long (8+ days),Resort,Car,Moderate,Vegan,Couple,Vietnam
1104,55,Other,Low,Cold,History,Medium (4-7 days),Hotel,Flight,Low,Vegetarian,Solo,Vietnam
6082,53,Female,Medium,Warm,Nature,Short (1-3 days),Villa,Flight,Moderate,Vegetarian,Family,Canada
9526,54,Female,Medium,Tropical,History,Short (1-3 days),Airbnb,Flight,High,Vegan,Couple,Thailand
5191,55,Other,Low,Cold,Nature,Medium (4-7 days),Villa,Flight,High,Non-Vegetarian,Family,Iceland
4182,35,Male,Medium,Tropical,Nature,Short (1-3 days),Villa,Car,Low,Vegan,Solo,Maldives
4468,43,Other,Low,Cold,Relaxation,Medium (4-7 days),Guesthouse,Cruise,Moderate,Non-Vegetarian,Family,Norway
1627,27,Male,Low,Cold,Relaxation,Medium (4-7 days),Guesthouse,Train,High,Vegan,Solo,Norway
6718,38,Male,Medium,Warm,Adventure,Medium (4-7 days),Hotel,Car,High,Non-Vegetarian,Family,Brazil
3799,25,Male,Low,Tropical,Culture,Medium (4-7 days),Villa,Cruise,Moderate,Non-Vegetarian,Family,Vietnam
3054,28,Other,Medium,Tropical,Nightlife,Short (1-3 days),Guesthouse,Cruise,Moderate,Non-Vegetarian,Solo,Bali
2868,39,Male,Low,Tropical,History,Short (1-3 days),Airbnb,Train,Moderate,Non-Vegetarian,Couple,Singapore
1433,52,Male,Medium,Warm,Relaxation,Short (1-3 days),Hotel,Train,High,Vegetarian,Couple,Brazil
7984,58,Female,Medium,Warm,Relaxation,Long (8+ days),Airbnb,Train,High,Vegan,Couple,Greece
9347,50,Female,Low,Warm,Adventure,Medium (4-7 days),Guesthouse,Train,High,Non-Vegetarian,Family,Thailand
9420,38,Other,High,Cold,Relaxation,Long (8+ days),Guesthouse,Cruise,Moderate,Non-Vegetarian,Couple,Finland
4077,57,Male,High,Tropical,Nature,Short (1-3 days),Resort,Car,High,Vegan,Couple,Costa Rica
218,30,Other,Low,Warm,Nightlife,Medium (4-7 days),Resort,Flight,Moderate,Vegetarian,Solo,Canada
3556,34,Male,High,Cold,Adventure,Medium (4-7 days),Villa,Car,High,Vegan,Solo,Japan
7937,27,Male,High,Tropical,Culture,Short (1-3 days),Resort,Flight,High,Non-Vegetarian,Couple,New Zealand
8422,24,Other,Low,Cold,Nature,Medium (4-7 days),Guesthouse,Train,Moderate,Vegan,Family,Iceland
1035,45,Other,Low,Warm,Nightlife,Long (8+ days),Resort,Car,Low,Vegetarian,Solo,Iceland
3774,48,Male,High,Tropical,Nature,Short (1-3 days),Guesthouse,Train,Low,Non-Vegetarian,Solo,Costa Rica
4133,34,Male,Low,Cold,Nature,Short (1-3 days),Resort,Car,Low,Vegan,Solo,Iceland
2336,52,Other,Low,Cold,Culture,Long (8+ days),Villa,Cruise,Low,Vegan,Couple,Philippines
6493,32,Other,Low,Tropical,Nightlife,Short (1-3 days),Villa,Flight,Moderate,Vegetarian,Couple,Switzerland
1483,39,Other,Medium,Tropical,Nature,Long (8+ days),Hotel,Train,Low,Vegetarian,Solo,Singapore
907,19,Female,Medium,Warm,Nightlife,Long (8+ days),Airbnb,Train,High,Non-Vegetarian,Solo,Greece
6089,43,Female,High,Cold,History,Short (1-3 days),Hotel,Train,High,Vegetarian,Solo,Maldives
6467,26,Other,Medium,Warm,History,Medium (4-7 days),Resort,Flight,High,Vegan,Couple,Egypt
5677,49,Male,Medium,Tropical,Adventure,Short (1-3 days),Villa,Train,Low,Vegetarian,Solo,Mexico
2771,42,Female,Medium,Cold,Adventure,Medium (4-7 days),Guesthouse,Train,High,Non-Vegetarian,Family,Canada
1806,21,Other,Low,Cold,History,Medium (4-7 days),Villa,Car,Moderate,Vegan,Solo,Japan
7375,59,Female,Medium,Warm,Culture,Medium (4-7 days),Guesthouse,Flight,Low,Vegan,Family,Italy
2115,22,Male,Low,Warm,Nature,Short (1-3 days),Resort,Car,High,Non-Vegetarian,Family,Philippines
4535,27,Male,High,Warm,Nightlife,Short (1-3 days),Resort,Car,Low,Vegan,Family,USA
2532,57,Male,Medium,Warm,Culture,Short (1-3 days),Hotel,Car,High,Vegetarian,Solo,Italy
8526,30,Other,Low,Tropical,Relaxation,Long (8+ days),Airbnb,Train,High,Non-Vegetarian,Family,Philippines
3471,32,Other,Medium,Tropical,History,Short (1-3 days),Hotel,Cruise,Moderate,Non-Vegetarian,Solo,New Zealand
1403,59,Other,High,Tropical,Nature,Medium (4-7 days),Villa,Flight,High,Vegan,Solo,Costa Rica
853,44,Other,High,Tropical,Nightlife,Short (1-3 days),Hotel,Flight,Moderate,Non-Vegetarian,Family,Singapore
3083,50,Male,Medium,Tropical,Culture,Short (1-3 days),Airbnb,Car,Low,Vegan,Family,Switzerland
8025,35,Other,Low,Cold,Relaxation,Long (8+ days),Guesthouse,Cruise,Low,Non-Vegetarian,Solo,Norway
7566,57,Other,High,Cold,Adventure,Long (8+ days),Villa,Car,High,Vegan,Family,Japan
5530,42,Other,Medium,Warm,Nightlife,Short (1-3 days),Resort,Cruise,Low,Non-Vegetarian,Couple,Greece
7855,47,Female,Low,Warm,Nature,Long (8+ days),Hotel,Flight,Moderate,Non-Vegetarian,Solo,Bali
4933,54,Male,Low,Warm,Culture,Medium (4-7 days),Hotel,Train,High,Non-Vegetarian,Solo,Spain
5160,51,Other,High,Warm,Culture,Long (8+ days),Hotel,Cruise,Moderate,Vegetarian,Solo,Bali
9716,24,Male,Medium,Cold,Nightlife,Long (8+ days),Villa,Cruise,Low,Vegetarian,Family,Japan
3847,32,Female,Low,Warm,Culture,Medium (4-7 days),Airbnb,Flight,Moderate,Vegetarian,Couple,Spain
6484,40,Female,Low,Tropical,History,Medium (4-7 days),Resort,Train,Low,Vegan,Solo,Bali
748,42,Female,High,Tropical,Adventure,Medium (4-7 days),Resort,Cruise,Moderate,Vegan,Family,Australia
3035,61,Other,High,Tropical,Relaxation,Short (1-3 days),Airbnb,Car,Moderate,Vegan,Couple,Maldives
348,38,Female,Medium,Warm,Adventure,Long (8+ days),Hotel,Flight,Moderate,Vegetarian,Solo,Brazil
3352,35,Female,High,Cold,Nightlife,Medium (4-7 days),Villa,Train,Moderate,Vegetarian,Solo,Finland
2865,26,Female,Medium,Tropical,History,Medium (4-7 days),Villa,Train,High,Vegetarian,Couple,Norway
2168,29,Male,High,Tropical,Nature,Medium (4-7 days),Guesthouse,Train,High,Vegetarian,Solo,Costa Rica
6955,63,Other,High,Cold,History,Long (8+ days),Hotel,Car,Moderate,Vegan,Couple,USA
6210,58,Male,Medium,Tropical,Relaxation,Long (8+ days),Resort,Cruise,Low,Vegan,Solo,Bali
2778,41,Female,High,Cold,Nature,Medium (4-7 days),Resort,Flight,High,Non-Vegetarian,Solo,Italy
1442,61,Male,High,Tropical,Nature,Medium (4-7 days),Resort,Train,Low,Vegetarian,Family,Costa Rica
5658,28,Female,Low,Tropical,Culture,Medium (4-7 days),Hotel,Train,Low,Non-Vegetarian,Couple,Vietnam
9658,28,Female,High,Cold,Relaxation,Long (8+ days),Guesthouse,Train,Low,Vegan,Couple,Finland
3028,25,Female,Low,Warm,History,Short (1-3 days),Villa,Flight,Low,Non-Vegetarian,Family,Philippines
6118,53,Other,Low,Warm,Nature,Long (8+ days),Villa,Car,High,Non-Vegetarian,Couple,Finland
2484,59,Female,Medium,Tropical,Relaxation,Short (1-3 days),Hotel,Train,Moderate,Vegetarian,Family,Germany
2883,58,Female,High,Tropical,Culture,Medium (4-7 days),Airbnb,Car,Moderate,Vegetarian,Couple,New Zealand
5562,46,Female,High,Cold,History,Medium (4-7 days),Villa,Cruise,Low,Vegan,Family,Bali
764,37,Female,Low,Tropical,Culture,Short (1-3 days),Resort,Train,Low,Vegan,Couple,Vietnam
6482,35,Female,Medium,Cold,Nature,Medium (4-7 days),Resort,Flight,High,Vegan,Couple,Vietnam
1617,38,Male,Medium,Warm,Relaxation,Medium (4-7 days),Villa,Train,High,Vegetarian,Solo,Singapore
1223,48,Other,High,Cold,Relaxation,Long (8+ days),Hotel,Cruise,Low,Vegetarian,Solo,Finland
8665,60,Female,High,Cold,Relaxation,Long (8+ days),Hotel,Car,Low,Vegan,Couple,Finland
6222,20,Female,High,Cold,History,Long (8+ days),Airbnb,Train,Moderate,Non-Vegetarian,Couple,Indonesia
1577,62,Other,High,Tropical,History,Medium (4-7 days),Villa,Train,High,Vegetarian,Solo,Maldives
9392,27,Female,Low,Tropical,Nature,Short (1-3 days),Hotel,Train,Low,Vegetarian,Solo,Thailand
6351,31,Male,High,Warm,Nightlife,Short (1-3 days),Resort,Flight,High,Non-Vegetarian,Solo,USA
3783,54,Female,High,Warm,Nature,Long (8+ days),Airbnb,Car,Low,Vegetarian,Couple,Iceland
4375,20,Female,Low,Cold,Relaxation,Short (1-3 days),Hotel,Cruise,Moderate,Vegan,Couple,Norway
709,34,Other,Low,Tropical,History,Medium (4-7 days),Hotel,Cruise,Moderate,Vegan,Couple,Philippines
510,29,Female,Medium,Cold,Culture,Medium (4-7 days),Villa,Cruise,Low,Vegan,Solo,France
2955,57,Male,High,Cold,History,Long (8+ days),Villa,Flight,Moderate,Vegetarian,Couple,Germany
7538,39,Other,Low,Warm,History,Long (8+ days),Hotel,Flight,High,Non-Vegetarian,Couple,Costa Rica
6339,55,Male,Low,Cold,Nature,Short (1-3 days),Hotel,Cruise,Moderate,Non-Vegetarian,Family,Iceland
8923,57,Other,Low,Cold,Adventure,Medium (4-7 days),Guesthouse,Train,High,Non-Vegetarian,Solo,Costa Rica
7064,56,Other,Low,Tropical,Culture,Short (1-3 days),Resort,Cruise,High,Vegetarian,Family,Vietnam
7163,19,Other,Low,Tropical,Relaxation,Long (8+ days),Guesthouse,Car,Moderate,Vegan,Solo,Philippines
7372,35,Male,High,Cold,Adventure,Long (8+ days),Villa,Car,Moderate,Vegetarian,Family,Japan
6829,54,Female,Low,Warm,Adventure,Medium (4-7 days),Hotel,Train,Moderate,Vegan,Solo,Thailand
3616,56,Other,Medium,Cold,History,Medium (4-7 days),Guesthouse,Train,Moderate,Vegetarian,Family,France
4657,55,Other,Low,Cold,Adventure,Long (8+ days),Airbnb,Flight,High,Non-Vegetarian,Couple,Singapore
6976,25,Female,Medium,Warm,Nature,Medium (4-7 days),Villa,Car,Low,Vegan,Solo,Germany
4351,35,Male,Low,Cold,Nightlife,Short (1-3 days),Guesthouse,Train,Low,Vegetarian,Family,Germany
712,29,Other,High,Tropical,Relaxation,Medium (4-7 days),Resort,Flight,Moderate,Vegetarian,Solo,Maldives
6479,47,Male,High,Tropical,History,Short (1-3 days),Hotel,Cruise,High,Non-Vegetarian,Couple,Iceland
9130,22,Other,Low,Warm,History,Medium (4-7 days),Guesthouse,Flight,High,Non-Vegetarian,Family,Brazil
8205,30,Female,High,Cold,Adventure,Long (8+ days),Resort,Flight,Moderate,Vegetarian,Couple,Japan
9204,18,Female,High,Tropical,History,Long (8+ days),Airbnb,Flight,Low,Vegetarian,Couple,Brazil
713,35,Male,Medium,Cold,Culture,Short (1-3 days),Guesthouse,Train,Low,Vegetarian,Couple,France
9113,40,Male,Low,Warm,History,Short (1-3 days),Airbnb,Car,Moderate,Vegetarian,Family,Iceland
1246,25,Female,Low,Tropical,Nature,Medium (4-7 days),Airbnb,Train,Moderate,Vegetarian,Family,Spain
9786,29,Other,High,Warm,Relaxation,Medium (4-7 days),Villa,Flight,Low,Vegetarian,Family,New Zealand
6849,40,Male,Medium,Cold,Culture,Long (8+ days),Hotel,Flight,Low,Vegetarian,Solo,France
5134,29,Female,High,Cold,Culture,Long (8+ days),Guesthouse,Cruise,Low,Vegetarian,Family,Switzerland
716,27,Female,Low,Warm,Culture,Medium (4-7 days),Villa,Cruise,Moderate,Vegan,Family,Spain
3464,45,Male,Low,Warm,Culture,Medium (4-7 days),Guesthouse,Cruise,High,Vegan,Family,Spain
4395,57,Male,High,Tropical,Nightlife,Medium (4-7 days),Villa,Car,Low,Vegan,Solo,Singapore
4569,25,Female,Low,Warm,Adventure,Medium (4-7 days),Villa,Train,Low,Non-Vegetarian,Family,Thailand
8804,60,Male,High,Cold,Culture,Long (8+ days),Airbnb,Train,Low,Non-Vegetarian,Couple,Switzerland
8490,18,Other,Low,Cold,History,Long (8+ days),Airbnb,Cruise,Moderate,Vegan,Couple,Bali
7702,34,Other,High,Cold,Nature,Medium (4-7 days),Hotel,Cruise,High,Vegan,Family,Finland
213,34,Female,High,Warm,Nature,Medium (4-7 days),Resort,Flight,Moderate,Vegetarian,Family,Switzerland
9768,50,Male,Medium,Tropical,History,Medium (4-7 days),Guesthouse,Train,Moderate,Vegetarian,Couple,Thailand
6839,53,Other,Medium,Cold,History,Long (8+ days),Resort,Car,Low,Vegan,Family,New Zealand
1011,45,Male,Low,Warm,Adventure,Long (8+ days),Resort,Train,Moderate,Non-Vegetarian,Solo,Thailand
324,30,Male,High,Warm,Adventure,Short (1-3 days),Guesthouse,Flight,Low,Vegan,Solo,Australia
5397,59,Male,High,Cold,Nature,Medium (4-7 days),Resort,Car,Moderate,Non-Vegetarian,Family,Iceland
5991,25,Female,High,Cold,Relaxation,Long (8+ days),Resort,Flight,Moderate,Non-Vegetarian,Couple,Finland
3173,18,Female,High,Warm,Culture,Short (1-3 days),Airbnb,Flight,Low,Vegan,Family,Switzerland
335,62,Male,Low,Cold,Nature,Short (1-3 days),Resort,Cruise,High,Vegan,Couple,Iceland
8306,65,Male,Low,Tropical,Nightlife,Medium (4-7 days),Villa,Flight,High,Vegetarian,Solo,Indonesia
2211,21,Female,Medium,Tropical,Relaxation,Short (1-3 days),Villa,Car,High,Vegetarian,Solo,New Zealand
4272,18,Male,High,Warm,Adventure,Long (8+ days),Guesthouse,Cruise,Low,Vegetarian,Couple,Australia
6741,60,Female,Low,Tropical,Relaxation,Short (1-3 days),Hotel,Cruise,Moderate,Vegan,Solo,Philippines
234,43,Male,Medium,Tropical,Culture,Medium (4-7 days),Hotel,Cruise,Moderate,Non-Vegetarian,Couple,Germany
5951,26,Male,High,Tropical,Nature,Medium (4-7 days),Guesthouse,Flight,Moderate,Non-Vegetarian,Family,Costa Rica
5738,39,Other,Medium,Warm,Culture,Short (1-3 days),Airbnb,Cruise,High,Vegetarian,Solo,Italy
7922,22,Other,Medium,Cold,Adventure,Short (1-3 days),Resort,Cruise,Moderate,Vegetarian,Family,Canada
2349,64,Male,Medium,Cold,History,Long (8+ days),Villa,Cruise,Moderate,Non-Vegetarian,Solo,Spain
2037,18,Female,High,Warm,Culture,Short (1-3 days),Guesthouse,Cruise,Low,Vegan,Solo,Norway
7485,32,Female,Medium,Cold,Nature,Long (8+ days),Hotel,Car,High,Non-Vegetarian,Family,USA
6007,34,Female,Medium,Cold,History,Long (8+ days),Hotel,Train,Low,Non-Vegetarian,Couple,Canada
4554,20,Female,Medium,Cold,Relaxation,Short (1-3 days),Airbnb,Flight,Moderate,Vegetarian,Couple,Brazil
8073,27,Female,High,Warm,Nature,Short (1-3 days),Hotel,Train,Low,Vegetarian,Family,Vietnam
1459,36,Female,Low,Cold,Relaxation,Long (8+ days),Villa,Cruise,Low,Vegetarian,Family,Norway
3289,38,Other,Medium,Tropical,Relaxation,Long (8+ days),Villa,Flight,Moderate,Non-Vegetarian,Couple,Italy
3065,38,Male,Low,Tropical,Nature,Long (8+ days),Guesthouse,Flight,High,Vegan,Couple,USA
9437,23,Other,Medium,Tropical,Nature,Medium (4-7 days),Airbnb,Flight,Low,Non-Vegetarian,Couple,Norway
775,31,Female,Medium,Cold,Relaxation,Long (8+ days),Villa,Train,Low,Vegetarian,Couple,Canada
6833,65,Male,Low,Tropical,History,Long (8+ days),Resort,Car,High,Non-Vegetarian,Couple,Norway
872,23,Male,Medium,Warm,Relaxation,Medium (4-7 days),Airbnb,Cruise,Moderate,Vegetarian,Couple,Philippines
8750,32,Male,High,Cold,Nature,Long (8+ days),Guesthouse,Car,High,Non-Vegetarian,Solo,France
1264,42,Female,Low,Warm,Adventure,Long (8+ days),Hotel,Train,Moderate,Vegetarian,Couple,Thailand
4834,21,Other,High,Tropical,Nightlife,Medium (4-7 days),Resort,Train,Moderate,Vegetarian,Family,Singapore
3895,49,Other,Medium,Warm,History,Long (8+ days),Villa,Cruise,High,Vegetarian,Family,Egypt
6324,33,Other,Low,Cold,Adventure,Short (1-3 days),Hotel,Flight,Low,Vegan,Couple,Maldives
9213,23,Female,Low,Warm,Relaxation,Long (8+ days),Resort,Car,High,Vegan,Couple,Finland
7020,44,Male,High,Tropical,Nightlife,Short (1-3 days),Airbnb,Train,High,Vegetarian,Solo,Singapore
1221,21,Other,Medium,Cold,Relaxation,Short (1-3 days),Villa,Train,Moderate,Vegetarian,Couple,Singapore
1447,42,Female,Medium,Tropical,Nature,Short (1-3 days),Resort,Train,Moderate,Vegetarian,Family,Vietnam
3185,42,Other,Medium,Tropical,Nightlife,Medium (4-7 days),Hotel,Train,Moderate,Vegetarian,Couple,Bali
409,28,Male,Low,Warm,Nightlife,Short (1-3 days),Hotel,Car,High,Vegan,Couple,France
4345,64,Male,High,Cold,Adventure,Medium (4-7 days),Guesthouse,Car,Low,Non-Vegetarian,Solo,Japan
3022,30,Female,Medium,Cold,Nightlife,Long (8+ days),Resort,Cruise,Moderate,Non-Vegetarian,Family,Norway
2304,50,Other,High,Tropical,Nature,Medium (4-7 days),Airbnb,Cruise,High,Vegan,Solo,Costa Rica
6272,34,Other,High,Warm,History,Long (8+ days),Airbnb,Flight,High,Vegan,Family,Maldives
8281,50,Other,High,Tropical,History,Short (1-3 days),Hotel,Cruise,Moderate,Non-Vegetarian,Couple,Brazil
6642,29,Male,Medium,Tropical,History,Medium (4-7 days),Airbnb,Cruise,Moderate,Non-Vegetarian,Solo,Costa Rica
6956,36,Male,High,Warm,Adventure,Long (8+ days),Hotel,Flight,Moderate,Non-Vegetarian,Family,Australia
2110,31,Other,Medium,Warm,Adventure,Short (1-3 days),Guesthouse,Train,Low,Vegetarian,Solo,Brazil
5352,51,Other,Low,Tropical,Nature,Short (1-3 days),Guesthouse,Flight,High,Vegan,Solo,Mexico
9684,48,Male,Medium,Warm,Nightlife,Long (8+ days),Airbnb,Train,Low,Vegetarian,Family,Greece
8344,39,Female,High,Warm,Nightlife,Long (8+ days),Hotel,Cruise,Moderate,Non-Vegetarian,Solo,USA
4550,37,Female,Low,Cold,History,Long (8+ days),Hotel,Cruise,Moderate,Non-Vegetarian,Couple,France
1881,22,Female,Medium,Cold,Culture,Short (1-3 days),Resort,Train,High,Vegetarian,Solo,France
5946,54,Female,High,Warm,Culture,Short (1-3 days),Guesthouse,Train,High,Non-Vegetarian,Couple,Costa Rica
1738,46,Other,High,Warm,History,Short (1-3 days),Hotel,Car,Low,Vegetarian,Couple,Philippines
7794,21,Male,Low,Cold,Relaxation,Long (8+ days),Villa,Cruise,Low,Vegan,Solo,Norway
5213,22,Male,High,Cold,Culture,Long (8+ days),Villa,Cruise,Moderate,Vegetarian,Solo,Switzerland
3209,48,Male,Medium,Warm,Nature,Medium (4-7 days),Villa,Car,Moderate,Vegetarian,Solo,Switzerland
7083,43,Other,Medium,Tropical,Relaxation,Long (8+ days),Guesthouse,Train,High,Non-Vegetarian,Family,Norway
2056,45,Female,Medium,Tropical,Culture,Long (8+ days),Hotel,Train,High,Vegan,Family,Singapore
1689,54,Other,Low,Warm,Nature,Long (8+ days),Hotel,Flight,High,Vegetarian,Couple,Egypt
4780,55,Male,Medium,Tropical,Adventure,Medium (4-7 days),Resort,Flight,Low,Vegetarian,Solo,Mexico
7476,61,Female,High,Warm,Nightlife,Medium (4-7 days),Airbnb,Flight,High,Vegetarian,Couple,USA
7877,63,Male,Low,Tropical,Relaxation,Medium (4-7 days),Hotel,Car,Low,Vegetarian,Solo,Philippines
6750,37,Female,Low,Tropical,History,Short (1-3 days),Airbnb,Flight,Moderate,Vegetarian,Family,Bali
8556,65,Other,Low,Cold,History,Long (8+ days),Villa,Train,Low,Non-Vegetarian,Family,Singapore
8123,35,Male,Low,Cold,Relaxation,Long (8+ days),Villa,Cruise,Moderate,Vegan,Couple,Norway
6991,31,Other,High,Tropical,Adventure,Long (8+ days),Hotel,Train,Moderate,Vegetarian,Family,Japan
8267,24,Other,High,Tropical,Relaxation,Medium (4-7 days),Guesthouse,Cruise,Moderate,Non-Vegetarian,Family,Maldives
